"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US48439","Tarrant County, Texas","696887","5661","5.1","0.5","3.6","0.4","8.5","0.6","9.6","0.6","12.7","0.7","20.0","0.8","12.5","0.8","15.4","0.7","6.1","0.6","6.6","0.5","61534","946","84829","1746","30.8","(X)","(X)","(X)","(X)","(X)","492600","9343","3.7","0.5","2.5","0.4","7.1","0.7","8.6","0.7","11.5","0.8","19.0","1.0","13.4","0.9","18.2","0.9","7.7","0.8","8.4","0.7","71519","1440","96136","2380","(X)","(X)","31.5","(X)","(X)","(X)","348564","8209","1.5","0.3","1.4","0.3","4.5","0.5","5.8","0.7","9.2","0.8","18.2","1.2","15.1","1.0","22.6","1.2","10.4","1.0","11.3","0.9","91270","2427","114257","2954","(X)","(X)","(X)","(X)","(X)","(X)","204287","7417","10.4","1.2","6.9","0.9","13.0","1.3","12.9","1.3","16.3","1.6","20.7","1.7","8.5","1.0","7.6","0.9","1.9","0.5","1.8","0.4","40911","1357","53164","2039","(X)","(X)","(X)","(X)","26.2","(X)"
"0500000US48441","Taylor County, Texas","48607","1748","7.5","2.2","6.2","2.1","9.4","2.1","12.2","2.2","15.7","2.6","20.8","3.0","11.0","2.7","12.2","2.1","2.2","0.9","2.7","1.1","48803","4111","63267","4429","31.4","(X)","(X)","(X)","(X)","(X)","31402","1827","5.3","2.1","4.2","2.1","5.3","1.8","8.5","2.1","18.2","3.3","22.5","3.5","13.6","3.6","16.0","2.7","2.9","1.1","3.6","1.6","59525","5686","74243","6235","(X)","(X)","31.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70787","4502","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17205","1596","14.0","4.8","10.3","4.6","16.5","4.2","18.9","4.9","12.4","4.0","16.9","4.6","5.3","2.6","3.8","2.9","1.0","0.9","1.0","0.9","29518","3674","40219","4435","(X)","(X)","(X)","(X)","30.8","(X)"
"0500000US48451","Tom Green County, Texas","43497","1599","5.1","1.6","5.3","1.8","12.9","2.6","12.7","2.5","15.0","2.8","19.8","3.4","9.8","1.8","11.9","3.0","4.0","1.5","3.6","1.4","48696","4461","65974","4943","31.8","(X)","(X)","(X)","(X)","(X)","27376","1721","2.3","1.4","2.7","1.7","7.2","2.3","11.8","3.6","14.8","3.4","22.1","4.6","13.5","3.1","16.1","4.4","5.0","1.8","4.5","2.2","60865","4466","78866","7170","(X)","(X)","34.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72727","9033","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16121","1752","10.9","4.1","11.2","4.6","22.1","5.5","15.0","4.1","14.6","4.4","15.2","4.7","4.3","2.2","2.5","1.6","2.2","2.8","2.0","1.5","28181","3825","41956","6122","(X)","(X)","(X)","(X)","26.8","(X)"
"0500000US48453","Travis County, Texas","457810","4735","5.4","0.6","2.7","0.4","6.5","0.5","8.4","0.7","11.8","0.9","18.5","1.0","12.1","0.7","16.6","1.0","7.4","0.7","10.7","0.7","70158","1425","100262","2649","32.0","(X)","(X)","(X)","(X)","(X)","259411","5764","2.8","0.6","2.1","0.4","4.9","0.8","6.9","0.9","8.9","0.9","16.2","1.0","12.2","1.1","20.0","1.4","10.5","1.1","15.5","1.1","91582","2788","124340","4254","(X)","(X)","34.3","(X)","(X)","(X)","191870","5382","1.0","0.4","0.6","0.3","2.6","0.6","4.2","0.8","7.3","1.0","14.7","1.2","13.2","1.3","23.5","1.7","12.8","1.3","20.1","1.3","110179","3327","145617","4477","(X)","(X)","(X)","(X)","(X)","(X)","198399","5637","9.4","1.2","3.8","0.7","9.1","0.9","11.0","1.2","15.3","1.6","21.3","1.9","12.1","1.2","11.4","1.3","3.3","0.6","3.4","0.6","51008","1280","65664","1902","(X)","(X)","(X)","(X)","27.7","(X)"
"0500000US48469","Victoria County, Texas","32249","1161","6.8","2.5","5.5","1.9","8.7","2.5","9.1","2.8","17.1","3.2","15.3","3.3","10.9","3.0","17.6","3.2","3.5","1.3","5.5","2.1","53778","5724","85178","9526","33.4","(X)","(X)","(X)","(X)","(X)","21609","1646","3.5","2.0","3.2","1.7","7.8","2.5","9.0","3.6","14.7","3.9","18.1","4.2","12.6","3.7","20.1","4.5","5.2","1.8","5.7","2.5","64130","5895","88433","9714","(X)","(X)","34.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82203","12244","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10640","1410","13.9","6.6","10.1","4.4","15.0","5.9","8.4","4.6","21.6","7.2","11.0","4.3","3.6","2.9","11.3","5.4","0.0","1.9","5.2","3.8","36844","6867","75441","19646","(X)","(X)","(X)","(X)","31.3","(X)"
"0500000US48471","Walker County, Texas","21209","1991","12.5","4.3","4.7","3.1","13.2","4.7","9.1","3.6","18.1","5.6","17.7","4.3","8.2","3.4","10.9","4.0","2.6","1.5","3.1","1.9","42662","4067","55950","5481","47.4","(X)","(X)","(X)","(X)","(X)","12610","1757","3.7","3.2","3.7","3.9","7.3","4.0","8.6","4.7","14.7","5.7","22.2","6.2","13.6","5.8","17.2","7.1","3.8","2.6","5.2","3.1","64055","9647","75057","8350","(X)","(X)","59.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","73462","6617","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8599","1545","25.4","8.9","6.1","4.4","21.7","9.4","11.0","6.0","21.9","10.3","11.2","6.4","1.6","1.7","0.2","0.4","0.8","1.3","0.0","2.3","23667","6131","27436","4223","(X)","(X)","(X)","(X)","29.7","(X)"
"0500000US48479","Webb County, Texas","73483","1469","14.3","1.9","8.6","1.8","13.8","2.0","12.6","1.8","11.7","2.0","15.9","2.2","7.2","1.4","10.6","1.7","2.4","0.9","2.9","1.0","35659","2932","53833","3242","34.9","(X)","(X)","(X)","(X)","(X)","58624","1859","12.5","2.5","7.1","1.5","13.0","2.3","14.0","2.4","12.9","2.4","15.0","2.4","8.3","1.7","11.4","2.1","2.5","1.0","3.2","1.3","38211","4356","56606","3877","(X)","(X)","37.1","(X)","(X)","(X)","37816","2118","7.6","2.0","4.8","1.7","10.6","2.1","13.0","2.9","13.6","3.3","17.3","3.0","9.2","2.1","15.2","3.0","3.7","1.6","4.9","2.1","50215","5012","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14859","1611","24.7","5.6","13.6","4.8","18.0","5.1","9.0","3.3","5.7","2.7","16.8","5.4","3.8","2.4","4.5","2.7","2.0","1.9","1.9","1.4","22051","3376","39172","5968","(X)","(X)","(X)","(X)","24.4","(X)"
"0500000US48485","Wichita County, Texas","49486","2106","8.1","2.0","6.7","1.9","12.0","2.7","13.7","2.5","15.2","3.0","19.3","2.7","10.0","2.1","8.9","1.9","4.1","1.6","2.0","0.9","44769","2951","58193","3849","37.7","(X)","(X)","(X)","(X)","(X)","32478","2098","5.6","2.4","3.3","1.7","11.2","3.6","11.4","2.6","12.3","3.3","22.6","3.6","13.1","3.1","12.0","2.7","5.9","2.4","2.5","1.2","54254","5784","69220","5621","(X)","(X)","35.2","(X)","(X)","(X)","22330","1850","2.3","2.1","2.3","1.9","7.5","3.2","8.6","2.6","14.0","4.3","22.3","4.3","16.7","4.1","14.9","3.8","8.2","3.4","3.1","1.5","68878","6919","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17008","2107","13.3","3.5","13.0","4.3","16.4","5.5","18.2","5.6","19.7","5.9","11.5","5.4","4.0","2.6","2.2","1.7","0.5","0.6","1.1","0.9","29070","3988","34765","3120","(X)","(X)","(X)","(X)","40.8","(X)"
"0500000US48491","Williamson County, Texas","173125","2554","2.5","0.6","1.9","0.6","5.4","1.0","6.5","1.1","10.7","1.2","19.0","1.6","14.0","1.3","23.5","1.7","8.7","1.2","7.8","1.2","81818","3396","98793","3637","27.7","(X)","(X)","(X)","(X)","(X)","127064","3660","1.7","0.7","0.9","0.5","3.3","0.9","5.3","1.2","7.8","1.2","18.4","2.1","15.2","1.6","27.7","2.2","10.2","1.5","9.5","1.4","95596","2798","108928","3862","(X)","(X)","27.3","(X)","(X)","(X)","103232","3563","0.3","0.2","0.7","0.4","2.1","0.7","4.1","1.0","6.6","1.2","15.9","1.8","15.8","1.9","31.6","2.5","12.1","1.8","10.9","1.6","104517","3586","118558","3978","(X)","(X)","(X)","(X)","(X)","(X)","46061","3611","5.8","1.6","5.0","2.0","11.5","2.4","10.2","2.7","18.8","3.3","20.4","2.8","10.0","2.2","11.9","2.8","3.4","1.2","2.8","1.6","48931","2725","67607","7709","(X)","(X)","(X)","(X)","26.6","(X)"
"0500000US49005","Cache County, Utah","37151","851","5.8","1.6","2.5","1.3","10.7","2.6","8.6","2.0","15.1","2.6","23.5","3.3","13.6","2.4","13.1","2.0","4.1","1.4","2.9","0.9","58003","4292","73588","5713","30.8","(X)","(X)","(X)","(X)","(X)","28032","1292","2.9","1.3","1.4","0.8","10.2","2.4","6.7","2.1","15.3","2.9","24.3","3.5","15.0","2.8","16.3","2.6","4.6","1.7","3.4","1.1","63338","3833","79684","5672","(X)","(X)","27.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67243","3323","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9119","1295","16.2","5.8","6.7","4.8","13.9","6.3","13.2","4.9","13.3","5.2","23.6","7.7","6.7","4.6","3.9","2.2","1.5","1.8","1.2","1.4","35065","6291","51955","13774","(X)","(X)","(X)","(X)","37.4","(X)"
"0500000US49011","Davis County, Utah","103665","1098","2.8","0.8","2.2","0.7","4.6","1.3","5.7","1.2","11.7","1.7","21.5","1.9","16.5","1.9","21.5","2.1","8.4","1.2","5.1","1.0","76905","3556","93257","3398","25.1","(X)","(X)","(X)","(X)","(X)","84113","1918","1.8","0.8","0.8","0.5","3.3","1.2","3.9","1.2","10.7","1.8","22.4","2.1","17.7","2.1","24.2","2.2","9.3","1.4","5.8","1.0","85081","3585","100703","3815","(X)","(X)","25.3","(X)","(X)","(X)","71412","2450","0.9","0.4","0.4","0.3","1.7","0.6","3.4","1.3","8.6","1.8","22.1","2.3","18.7","2.2","27.2","2.5","10.3","1.6","6.7","1.2","92180","3190","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19552","1941","7.7","2.9","8.4","3.2","12.4","4.1","12.5","3.6","18.6","4.7","19.8","4.5","8.3","3.6","8.3","4.2","2.8","2.0","1.2","2.0","41764","4414","53247","6824","(X)","(X)","(X)","(X)","21.9","(X)"
"0500000US49035","Salt Lake County, Utah","366239","2978","4.1","0.5","3.0","0.5","7.0","0.7","7.6","0.7","12.8","1.0","20.7","1.2","14.5","0.9","17.4","1.1","6.5","0.5","6.4","0.6","68665","2017","89138","2510","28.8","(X)","(X)","(X)","(X)","(X)","259368","5136","2.6","0.5","1.7","0.5","4.4","0.8","6.3","0.8","11.7","1.1","21.0","1.3","16.6","1.3","19.7","1.3","8.1","0.7","7.9","0.8","77845","2912","99870","2702","(X)","(X)","29.7","(X)","(X)","(X)","197479","5383","1.2","0.4","1.1","0.4","2.8","0.5","4.8","0.7","9.8","1.2","19.8","1.4","18.0","1.5","22.7","1.6","10.2","0.9","9.6","1.0","89851","2254","111397","3376","(X)","(X)","(X)","(X)","(X)","(X)","106871","4647","9.2","1.5","6.4","1.2","14.2","1.7","11.4","1.3","16.2","1.7","19.6","2.2","9.7","1.5","9.3","1.5","1.9","0.6","2.2","0.8","42019","1837","57992","5488","(X)","(X)","(X)","(X)","25.0","(X)"
"0500000US49049","Utah County, Utah","157803","1545","4.5","0.9","3.2","0.8","6.2","0.6","8.6","1.1","11.2","1.2","21.0","1.4","15.5","1.2","18.3","1.3","6.0","0.9","5.4","0.7","69799","2256","84827","2549","29.2","(X)","(X)","(X)","(X)","(X)","128617","2421","3.3","0.7","2.5","0.8","4.4","0.6","7.2","1.0","10.6","1.2","21.8","1.5","16.9","1.3","20.3","1.4","6.7","1.0","6.3","0.8","75222","2037","91543","2741","(X)","(X)","26.5","(X)","(X)","(X)","111242","2778","2.2","0.6","1.5","0.6","3.8","0.6","6.3","0.9","10.5","1.3","22.1","1.7","17.2","1.3","22.3","1.7","7.3","1.1","6.8","0.8","80355","2493","96882","3009","(X)","(X)","(X)","(X)","(X)","(X)","29186","2373","12.4","3.4","7.4","2.4","14.7","2.8","15.0","3.3","14.4","3.2","16.6","2.7","8.9","2.5","7.2","2.1","2.2","1.2","1.0","0.8","35506","4998","49264","4422","(X)","(X)","(X)","(X)","37.5","(X)"
"0500000US49053","Washington County, Utah","51774","2021","3.9","1.5","4.2","1.5","10.5","2.8","8.8","1.8","16.9","3.1","21.3","3.1","13.9","2.8","10.6","2.6","5.0","1.9","4.8","1.9","55056","3714","74494","5566","33.4","(X)","(X)","(X)","(X)","(X)","39468","2225","2.5","1.4","1.5","1.0","8.3","2.9","8.4","2.1","14.6","3.1","23.4","3.8","17.0","3.5","12.1","3.0","6.2","2.3","6.0","2.4","63489","5426","82993","6852","(X)","(X)","33.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70769","4443","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12306","1616","10.9","5.4","13.0","5.0","24.2","8.0","10.9","4.6","20.9","6.0","11.3","4.8","2.9","3.0","3.3","2.0","1.4","2.4","1.1","1.2","27115","7778","41259","9751","(X)","(X)","(X)","(X)","28.2","(X)"
"0500000US49057","Weber County, Utah","79501","1861","5.3","1.2","4.0","1.1","6.8","1.3","7.9","1.4","14.2","1.9","20.6","2.1","16.5","2.0","17.0","2.2","5.1","1.2","2.4","0.6","63158","2734","76150","3921","28.4","(X)","(X)","(X)","(X)","(X)","59190","2160","3.6","1.1","2.1","1.0","4.7","1.4","6.6","1.5","12.8","2.0","20.8","2.5","19.4","2.3","20.7","2.7","6.4","1.4","2.9","0.9","74278","3435","83739","3632","(X)","(X)","28.8","(X)","(X)","(X)","45926","2112","1.0","0.6","1.5","0.8","2.0","0.8","4.3","1.4","11.9","2.5","22.7","3.2","20.7","2.9","25.1","3.1","7.4","1.5","3.4","1.1","82686","6202","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20311","1975","13.5","3.6","9.1","3.2","12.8","3.1","12.2","3.1","19.5","4.2","17.5","4.0","7.9","2.7","5.1","2.8","1.3","1.1","1.1","1.0","35817","2043","50550","10314","(X)","(X)","(X)","(X)","25.3","(X)"
"0500000US50007","Chittenden County, Vermont","64867","1151","4.4","1.2","4.0","1.1","8.1","1.9","8.1","1.7","11.8","2.2","16.5","2.1","14.7","1.9","19.2","2.3","5.6","1.3","7.6","1.5","68843","5710","89763","5425","25.9","(X)","(X)","(X)","(X)","(X)","37480","2052","1.6","0.9","1.8","1.1","4.4","2.0","4.3","1.6","9.6","2.4","16.0","2.6","17.7","3.2","25.4","3.5","7.5","1.8","11.6","2.4","89616","4598","114238","8580","(X)","(X)","23.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","103223","5359","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27387","1971","8.6","2.5","7.0","2.5","14.6","3.7","13.7","3.8","15.0","3.5","18.0","3.6","10.9","2.7","8.8","2.4","1.8","1.2","1.6","1.0","40731","3463","51823","3607","(X)","(X)","(X)","(X)","28.8","(X)"
"0500000US51003","Albemarle County, Virginia","40318","1322","3.6","1.4","2.5","1.2","7.1","1.8","7.7","2.1","12.7","3.0","18.1","3.1","13.7","3.2","17.1","2.6","6.7","1.9","10.9","2.5","71975","6336","100166","6856","39.7","(X)","(X)","(X)","(X)","(X)","23652","1630","1.7","1.5","0.6","0.6","2.2","1.3","7.3","2.5","8.6","2.7","17.6","4.4","15.6","4.0","22.5","3.9","8.9","2.6","15.1","3.6","94489","6831","122399","9732","(X)","(X)","41.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","110565","12618","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16666","1485","6.3","2.5","5.7","2.9","13.6","3.8","8.3","3.6","18.6","5.6","20.5","4.9","9.8","3.7","9.4","4.0","3.9","2.6","3.9","2.9","48421","4586","66837","9972","(X)","(X)","(X)","(X)","36.6","(X)"
"0500000US51013","Arlington County, Virginia","103479","2496","4.7","1.2","0.9","0.5","3.4","0.9","4.7","1.2","5.9","1.4","11.4","1.6","13.3","1.6","20.9","2.0","13.5","1.8","21.2","1.6","110388","5159","143507","5109","23.8","(X)","(X)","(X)","(X)","(X)","50440","2124","2.3","1.1","0.5","0.6","3.1","1.5","4.1","2.0","4.5","2.1","8.7","2.2","7.9","1.7","17.8","2.2","17.2","2.6","33.8","2.6","151342","5775","184545","9488","(X)","(X)","24.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","166514","9497","N","N","(X)","(X)","(X)","(X)","(X)","(X)","53039","2485","7.3","2.0","1.3","0.7","4.3","1.2","5.3","1.6","7.0","1.5","13.9","2.4","18.2","3.0","24.3","3.1","9.8","2.1","8.7","1.8","89824","6249","103240","5995","(X)","(X)","(X)","(X)","22.2","(X)"
"0500000US51015","Augusta County, Virginia","29664","1026","3.3","1.6","7.0","2.3","9.1","3.0","8.3","2.8","15.4","3.3","23.6","4.4","15.8","3.8","12.1","3.1","3.0","1.6","2.4","1.2","55342","5129","68377","5703","33.2","(X)","(X)","(X)","(X)","(X)","19808","1455","2.4","1.8","2.9","1.7","5.6","2.6","7.5","3.4","12.8","4.0","26.3","5.7","18.8","4.8","16.7","4.2","4.6","2.4","2.4","1.7","67114","3955","78543","7775","(X)","(X)","31.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70553","5696","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9856","1320","5.1","3.0","15.2","5.8","18.0","8.0","11.1","4.9","18.6","6.7","17.6","6.5","9.1","4.9","2.9","2.5","0.0","1.7","2.3","2.4","35259","8054","46795","9307","(X)","(X)","(X)","(X)","36.0","(X)"
"0500000US51019","Bedford County, Virginia","29566","1390","5.8","2.1","5.5","2.1","9.1","2.4","8.9","2.3","14.5","3.1","16.8","3.1","12.2","3.1","17.0","4.0","5.4","2.0","4.9","1.8","56479","6188","75982","5115","32.1","(X)","(X)","(X)","(X)","(X)","21453","1360","4.4","2.3","2.2","1.6","4.9","2.4","7.3","2.3","13.6","3.4","17.9","3.7","14.6","4.0","21.4","4.9","7.5","2.7","6.4","2.5","74657","7532","89759","6364","(X)","(X)","30.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83628","7790","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8113","1239","9.8","5.3","14.2","6.3","20.6","7.0","14.2","6.5","17.8","6.0","12.5","5.3","4.4","3.4","5.5","3.8","0.0","2.0","1.1","1.3","30580","5402","38301","5126","(X)","(X)","(X)","(X)","37.7","(X)"
"0500000US51041","Chesterfield County, Virginia","122221","1773","3.2","0.9","2.2","0.6","4.7","0.9","7.1","1.2","13.9","1.7","18.2","1.3","16.9","2.0","19.9","1.6","8.0","1.2","5.9","0.8","76059","3368","92479","3539","33.4","(X)","(X)","(X)","(X)","(X)","88609","2606","1.9","0.6","1.1","0.4","2.7","0.9","5.8","1.4","12.1","1.7","17.5","1.8","18.2","2.2","23.4","1.9","10.1","1.5","7.3","1.0","85672","3375","104186","4273","(X)","(X)","33.7","(X)","(X)","(X)","65343","2745","0.8","0.5","0.4","0.4","1.6","0.7","3.3","1.0","7.5","1.6","15.6","2.1","19.7","2.4","29.1","2.5","13.0","2.1","9.0","1.3","101043","2939","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33612","2253","7.9","2.7","5.1","1.9","10.9","2.6","12.4","2.5","19.6","3.4","18.7","3.1","13.1","3.3","8.7","2.7","2.0","1.1","1.7","0.9","44024","3919","57140","4278","(X)","(X)","(X)","(X)","30.0","(X)"
"0500000US51059","Fairfax County, Virginia","395164","3138","3.1","0.5","1.4","0.3","3.4","0.5","4.0","0.4","5.8","0.6","12.1","0.8","12.0","0.8","21.2","1.0","14.9","0.8","22.1","0.9","115717","2312","147335","2918","28.3","(X)","(X)","(X)","(X)","(X)","282366","4738","1.7","0.4","1.2","0.4","2.8","0.5","3.6","0.5","5.1","0.7","10.1","0.8","10.0","0.7","21.0","1.1","17.0","0.9","27.5","1.1","135595","3582","165701","3918","(X)","(X)","28.6","(X)","(X)","(X)","228455","4892","0.7","0.3","0.7","0.3","1.5","0.4","2.7","0.6","3.8","0.7","8.8","0.9","9.2","0.8","21.6","1.1","18.8","0.9","32.2","1.3","151657","2821","182928","4639","(X)","(X)","(X)","(X)","(X)","(X)","112798","4107","7.2","1.3","2.7","0.8","5.2","1.0","5.5","0.9","8.4","1.1","19.0","2.0","15.3","1.5","21.2","1.9","8.3","1.1","7.2","1.0","77223","3869","94818","3386","(X)","(X)","(X)","(X)","24.8","(X)"
"0500000US51061","Fauquier County, Virginia","24777","782","3.1","1.9","2.0","1.2","4.8","1.8","6.5","2.8","8.4","2.7","14.8","3.3","12.7","2.8","18.1","3.0","14.1","3.8","15.6","3.2","94347","13017","121672","9884","39.3","(X)","(X)","(X)","(X)","(X)","17895","1263","0.7","0.7","1.3","1.3","2.9","1.9","5.7","3.4","5.6","2.5","12.8","3.5","12.4","3.3","22.4","4.2","16.1","4.3","20.2","4.3","121469","5799","142120","12420","(X)","(X)","41.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","130154","13704","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6882","1069","9.4","6.2","3.7","3.0","9.8","4.9","8.4","5.0","16.4","6.6","20.9","8.1","12.3","4.9","10.9","5.0","5.0","4.8","3.1","2.3","52484","12553","64856","9085","(X)","(X)","(X)","(X)","33.8","(X)"
"0500000US51069","Frederick County, Virginia","30760","1218","1.9","1.1","2.1","1.3","5.8","2.0","6.1","2.2","11.0","3.2","25.9","4.0","14.2","3.0","21.0","4.0","7.8","2.7","4.3","1.6","69827","6120","89243","7042","28.8","(X)","(X)","(X)","(X)","(X)","23083","1696","0.1","0.2","1.2","1.1","3.0","1.7","5.2","2.4","12.4","3.9","23.3","4.4","16.7","3.8","23.9","4.9","8.7","2.9","5.5","2.0","80407","4699","99336","8083","(X)","(X)","27.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84244","11775","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7677","1497","7.4","4.0","4.8","3.9","16.3","7.3","9.5","5.2","11.6","6.6","29.2","8.4","3.1","2.5","14.0","6.3","3.4","3.2","0.6","1.1","50119","10609","54560","7175","(X)","(X)","(X)","(X)","31.1","(X)"
"0500000US51085","Hanover County, Virginia","37931","1008","2.2","0.9","2.6","1.1","5.2","1.7","7.8","2.2","9.9","2.2","18.0","3.0","12.5","2.4","24.1","2.6","10.1","1.8","7.7","1.7","83135","4739","101533","6398","40.4","(X)","(X)","(X)","(X)","(X)","28323","1213","1.1","0.8","1.3","0.7","2.9","1.5","3.4","1.6","8.6","2.3","18.2","3.5","12.7","2.8","29.8","3.2","12.4","2.4","9.7","2.1","101923","4200","116035","7616","(X)","(X)","39.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","108566","4852","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9608","1235","5.4","3.1","7.1","3.8","11.3","5.0","21.8","7.9","14.5","5.0","18.2","6.4","10.8","4.3","6.1","3.4","3.0","2.4","1.8","1.8","37152","6321","56324","9644","(X)","(X)","(X)","(X)","41.7","(X)"
"0500000US51087","Henrico County, Virginia","127930","1552","4.7","0.9","3.0","0.8","6.8","1.1","8.9","1.4","14.4","1.8","18.0","1.8","15.4","1.6","14.3","1.6","5.6","1.0","9.0","1.3","66337","3541","93035","5123","32.6","(X)","(X)","(X)","(X)","(X)","79876","2707","2.3","1.0","1.8","0.8","3.7","1.2","5.4","1.4","12.3","2.2","16.9","1.9","17.4","2.0","18.5","2.3","7.7","1.5","14.0","2.0","84316","3796","118030","8177","(X)","(X)","32.3","(X)","(X)","(X)","58172","2895","1.2","0.6","1.0","0.6","2.4","1.1","4.0","1.5","6.1","1.8","15.9","2.1","18.5","2.3","22.8","2.8","9.7","1.8","18.6","2.7","101841","4884","N","N","(X)","(X)","(X)","(X)","(X)","(X)","48054","2557","9.4","2.2","5.0","1.7","12.4","2.4","14.5","3.1","19.5","3.3","19.0","3.4","11.4","2.6","6.3","1.6","1.8","1.2","0.7","0.5","41753","2267","49492","2647","(X)","(X)","(X)","(X)","32.1","(X)"
